"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Early Syphilis,Inyo,2002,Female,0,9327,0.0,0.0,39.5,#
Early Syphilis,Inyo,2002,Male,0,9088,0.0,0.0,40.6,#
Early Syphilis,Inyo,2002,Total,0,18415,0.0,0.0,20.0,#
Early Syphilis,Inyo,2003,Female,0,9356,0.0,0.0,39.4,#
Early Syphilis,Inyo,2003,Male,0,9151,0.0,0.0,40.3,#
Early Syphilis,Inyo,2003,Total,0,18507,0.0,0.0,19.9,#
Early Syphilis,Inyo,2004,Female,0,9366,0.0,0.0,39.4,#
Early Syphilis,Inyo,2004,Male,0,9193,0.0,0.0,40.1,#
Early Syphilis,Inyo,2004,Total,0,18559,0.0,0.0,19.9,#
Early Syphilis,Inyo,2005,Female,0,9309,0.0,0.0,39.6,#
Early Syphilis,Inyo,2005,Male,0,9154,0.0,0.0,40.3,#
Early Syphilis,Inyo,2005,Total,0,18463,0.0,0.0,20.0,#
Early Syphilis,Inyo,2006,Female,0,9267,0.0,0.0,39.8,#
Early Syphilis,Inyo,2006,Male,0,9154,0.0,0.0,40.3,#
Early Syphilis,Inyo,2006,Total,0,18421,0.0,0.0,20.0,#
Early Syphilis,Inyo,2007,Female,0,9261,0.0,0.0,39.8,#
Early Syphilis,Inyo,2007,Male,0,9186,0.0,0.0,40.2,#
Early Syphilis,Inyo,2007,Total,0,18447,0.0,0.0,20.0,#
Early Syphilis,Inyo,2008,Female,0,9209,0.0,0.0,40.0,#
Early Syphilis,Inyo,2008,Male,0,9174,0.0,0.0,40.2,#
Early Syphilis,Inyo,2008,Total,0,18383,0.0,0.0,20.1,#
Early Syphilis,Inyo,2009,Female,0,9205,0.0,0.0,40.1,#
Early Syphilis,Inyo,2009,Male,0,9243,0.0,0.0,39.9,#
Early Syphilis,Inyo,2009,Total,0,18448,0.0,0.0,20.0,#
Early Syphilis,Inyo,2010,Female,0,9196,0.0,0.0,40.1,#
Early Syphilis,Inyo,2010,Male,0,9351,0.0,0.0,39.4,#
Early Syphilis,Inyo,2010,Total,0,18547,0.0,0.0,19.9,#
Early Syphilis,Inyo,2011,Female,0,9183,0.0,0.0,40.2,#
Early Syphilis,Inyo,2011,Male,0,9376,0.0,0.0,39.3,#
Early Syphilis,Inyo,2011,Total,0,18559,0.0,0.0,19.9,#
Early Syphilis,Inyo,2012,Female,0,9197,0.0,0.0,40.1,#
Early Syphilis,Inyo,2012,Male,0,9387,0.0,0.0,39.3,#
Early Syphilis,Inyo,2012,Total,0,18584,0.0,0.0,19.8,#
Early Syphilis,Inyo,2013,Female,0,9196,0.0,0.0,40.1,#
Early Syphilis,Inyo,2013,Male,0,9395,0.0,0.0,39.3,#
Early Syphilis,Inyo,2013,Total,0,18591,0.0,0.0,19.8,#
Early Syphilis,Inyo,2014,Female,0,9236,0.0,0.0,39.9,#
Early Syphilis,Inyo,2014,Male,0,9414,0.0,0.0,39.2,#
Early Syphilis,Inyo,2014,Total,0,18650,0.0,0.0,19.8,#
Early Syphilis,Inyo,2015,Female,0,9226,0.0,0.0,40.0,#
Early Syphilis,Inyo,2015,Male,0,9409,0.0,0.0,39.2,#
Early Syphilis,Inyo,2015,Total,0,18635,0.0,0.0,19.8,#
Early Syphilis,Inyo,2016,Female,,9225,,,,s
Early Syphilis,Inyo,2016,Male,,9403,,,,s
Early Syphilis,Inyo,2016,Total,2,18628,10.7,1.3,38.8,*
Early Syphilis,Inyo,2017,Female,0,9202,0.0,0.0,40.1,#
Early Syphilis,Inyo,2017,Male,0,9364,0.0,0.0,39.4,#
Early Syphilis,Inyo,2017,Total,0,18566,0.0,0.0,19.9,#
Early Syphilis,Inyo,2018,Female,0,9165,0.0,0.0,40.2,#
Early Syphilis,Inyo,2018,Male,0,9361,0.0,0.0,39.4,#
Early Syphilis,Inyo,2018,Total,0,18526,0.0,0.0,19.9,#
Early Syphilis,Kern,2001,Female,9,330250,2.7,1.2,5.2,*
Early Syphilis,Kern,2001,Male,13,349424,3.7,2.0,6.4,
Early Syphilis,Kern,2001,Total,22,679674,3.2,2.0,4.9,
Early Syphilis,Kern,2002,Female,2,338203,0.6,0.1,2.1,*
Early Syphilis,Kern,2002,Male,9,358301,2.5,1.1,4.8,*
Early Syphilis,Kern,2002,Total,11,696504,1.6,0.8,2.8,*
Early Syphilis,Kern,2003,Female,2,348293,0.6,0.1,2.1,*
Early Syphilis,Kern,2003,Male,7,369504,1.9,0.8,3.9,*
Early Syphilis,Kern,2003,Total,9,717797,1.3,0.6,2.4,*
Early Syphilis,Kern,2004,Female,1,358829,0.3,0.0,1.6,*
Early Syphilis,Kern,2004,Male,6,381193,1.6,0.6,3.4,*
Early Syphilis,Kern,2004,Total,7,740022,0.9,0.4,1.9,*
Early Syphilis,Kern,2005,Female,5,369284,1.4,0.4,3.2,*
Early Syphilis,Kern,2005,Male,21,392688,5.3,3.3,8.2,
Early Syphilis,Kern,2005,Total,26,761972,3.4,2.2,5.0,
Early Syphilis,Kern,2006,Female,13,380855,3.4,1.8,5.8,
Early Syphilis,Kern,2006,Male,34,405365,8.4,5.8,11.7,
Early Syphilis,Kern,2006,Total,47,786220,6.0,4.4,7.9,
Early Syphilis,Kern,2007,Female,14,390363,3.6,2.0,6.0,
Early Syphilis,Kern,2007,Male,21,415435,5.1,3.1,7.7,
Early Syphilis,Kern,2007,Total,35,805798,4.3,3.0,6.0,
Early Syphilis,Kern,2008,Female,5,397224,1.3,0.4,2.9,*
Early Syphilis,Kern,2008,Male,22,422667,5.2,3.3,7.9,
Early Syphilis,Kern,2008,Total,27,819891,3.3,2.2,4.8,
Early Syphilis,Kern,2009,Female,1,402699,0.2,0.0,1.4,*
Early Syphilis,Kern,2009,Male,27,428435,6.3,4.2,9.2,
Early Syphilis,Kern,2009,Total,28,831134,3.4,2.2,4.9,
Early Syphilis,Kern,2010,Female,2,407447,0.5,0.1,1.8,*
Early Syphilis,Kern,2010,Male,40,434129,9.2,6.6,12.5,
Early Syphilis,Kern,2010,Total,42,841576,5.0,3.6,6.7,
Early Syphilis,Kern,2011,Female,11,412249,2.7,1.3,4.8,*
Early Syphilis,Kern,2011,Male,54,437368,12.3,9.3,16.1,
Early Syphilis,Kern,2011,Total,65,849617,7.7,5.9,9.8,
Early Syphilis,Kern,2012,Female,20,418067,4.8,2.9,7.4,
Early Syphilis,Kern,2012,Male,89,439874,20.2,16.2,24.9,
Early Syphilis,Kern,2012,Total,109,857941,12.7,10.4,15.3,
Early Syphilis,Kern,2013,Female,34,423896,8.0,5.6,11.2,
Early Syphilis,Kern,2013,Male,133,445463,29.9,25.0,35.4,
Early Syphilis,Kern,2013,Total,167,869359,19.2,16.4,22.4,
Early Syphilis,Kern,2014,Female,64,426382,15.0,11.6,19.2,
Early Syphilis,Kern,2014,Male,136,450344,30.2,25.3,35.7,
Early Syphilis,Kern,2014,Total,200,876726,22.8,19.8,26.2,
Early Syphilis,Kern,2015,Female,83,430266,19.3,15.4,23.9,
Early Syphilis,Kern,2015,Male,169,453533,37.3,31.9,43.3,
Early Syphilis,Kern,2015,Total,252,883799,28.5,25.1,32.3,
Early Syphilis,Kern,2016,Female,148,432856,34.2,28.9,40.2,
Early Syphilis,Kern,2016,Male,226,455352,49.6,43.4,56.5,
Early Syphilis,Kern,2016,Total,374,888208,42.1,37.9,46.6,
Early Syphilis,Kern,2017,Female,147,437639,33.6,28.4,39.5,
Early Syphilis,Kern,2017,Male,290,460310,63.0,56.0,70.7,
Early Syphilis,Kern,2017,Total,437,897949,48.7,44.2,53.4,
Early Syphilis,Kern,2018,Female,177,442149,40.0,34.4,46.4,
Early Syphilis,Kern,2018,Male,304,465369,65.3,58.2,73.1,
Early Syphilis,Kern,2018,Total,481,907518,53.0,48.4,58.0,
Early Syphilis,Kings,2001,Female,2,56448,3.5,0.4,12.8,*
Early Syphilis,Kings,2001,Male,2,75993,2.6,0.3,9.5,*
Early Syphilis,Kings,2001,Total,4,132441,3.0,0.8,7.7,*
Early Syphilis,Kings,2002,Female,0,57449,0.0,0.0,6.4,#
Early Syphilis,Kings,2002,Male,1,77215,1.3,0.0,7.2,*
Early Syphilis,Kings,2002,Total,1,134664,0.7,0.0,4.1,*
Early Syphilis,Kings,2003,Female,2,59166,3.4,0.4,12.2,*
Early Syphilis,Kings,2003,Male,2,79606,2.5,0.3,9.1,*
Early Syphilis,Kings,2003,Total,4,138772,2.9,0.8,7.4,*
Early Syphilis,Kings,2004,Female,0,60889,0.0,0.0,6.1,#
Early Syphilis,Kings,2004,Male,0,81728,0.0,0.0,4.5,#
Early Syphilis,Kings,2004,Total,0,142617,0.0,0.0,2.6,#
Early Syphilis,Kings,2005,Female,0,61768,0.0,0.0,6.0,#
Early Syphilis,Kings,2005,Male,0,82833,0.0,0.0,4.5,#
Early Syphilis,Kings,2005,Total,0,144601,0.0,0.0,2.6,#
Early Syphilis,Kings,2006,Female,2,63016,3.2,0.4,11.5,*
Early Syphilis,Kings,2006,Male,2,84480,2.4,0.3,8.6,*
Early Syphilis,Kings,2006,Total,4,147496,2.7,0.7,6.9,*
Early Syphilis,Kings,2007,Female,1,64272,1.6,0.0,8.7,*
Early Syphilis,Kings,2007,Male,2,86106,2.3,0.3,8.4,*
Early Syphilis,Kings,2007,Total,3,150378,2.0,0.4,5.8,*
Early Syphilis,Kings,2008,Female,1,64879,1.5,0.0,8.6,*
Early Syphilis,Kings,2008,Male,3,86955,3.5,0.7,10.1,*
Early Syphilis,Kings,2008,Total,4,151834,2.6,0.7,6.7,*
Early Syphilis,Kings,2009,Female,0,64867,0.0,0.0,5.7,#
Early Syphilis,Kings,2009,Male,0,86927,0.0,0.0,4.2,#
Early Syphilis,Kings,2009,Total,0,151794,0.0,0.0,2.4,#
Early Syphilis,Kings,2010,Female,1,66165,1.5,0.0,8.4,*
Early Syphilis,Kings,2010,Male,4,86001,4.7,1.3,11.9,*
Early Syphilis,Kings,2010,Total,5,152166,3.3,1.1,7.7,*
Early Syphilis,Kings,2011,Female,0,66644,0.0,0.0,5.5,#
Early Syphilis,Kings,2011,Male,3,84797,3.5,0.7,10.3,*
Early Syphilis,Kings,2011,Total,3,151441,2.0,0.4,5.8,*
Early Syphilis,Kings,2012,Female,1,66960,1.5,0.0,8.3,*
Early Syphilis,Kings,2012,Male,8,83087,9.6,4.2,19.0,*
Early Syphilis,Kings,2012,Total,9,150047,6.0,2.7,11.4,*
Early Syphilis,Kings,2013,Female,2,67335,3.0,0.4,10.7,*
Early Syphilis,Kings,2013,Male,15,83164,18.0,10.1,29.7,
Early Syphilis,Kings,2013,Total,17,150499,11.3,6.6,18.1,
Early Syphilis,Kings,2014,Female,17,67258,25.3,14.7,40.5,
Early Syphilis,Kings,2014,Male,19,82323,23.1,13.9,36.0,
Early Syphilis,Kings,2014,Total,36,149581,24.1,16.9,33.3,
Early Syphilis,Kings,2015,Female,13,67827,19.2,10.2,32.8,
Early Syphilis,Kings,2015,Male,27,82079,32.9,21.7,47.9,
Early Syphilis,Kings,2015,Total,40,149906,26.7,19.1,36.3,
Early Syphilis,Kings,2016,Female,5,67801,7.4,2.4,17.2,*
Early Syphilis,Kings,2016,Male,24,81511,29.4,18.9,43.8,
Early Syphilis,Kings,2016,Total,29,149312,19.4,13.0,27.9,
Early Syphilis,Kings,2017,Female,28,68546,40.8,27.1,59.0,
Early Syphilis,Kings,2017,Male,42,82446,50.9,36.7,68.9,
Early Syphilis,Kings,2017,Total,70,150992,46.4,36.1,58.6,
Early Syphilis,Kings,2018,Female,33,69664,47.4,32.6,66.5,
Early Syphilis,Kings,2018,Male,35,83876,41.7,29.1,58.0,
Early Syphilis,Kings,2018,Total,68,153540,44.3,34.4,56.1,
Early Syphilis,Lake,2001,Female,0,30250,0.0,0.0,12.2,#
Early Syphilis,Lake,2001,Male,0,29796,0.0,0.0,12.4,#
Early Syphilis,Lake,2001,Total,0,60046,0.0,0.0,6.1,#
Early Syphilis,Lake,2002,Female,0,30720,0.0,0.0,12.0,#
Early Syphilis,Lake,2002,Male,0,30285,0.0,0.0,12.2,#
Early Syphilis,Lake,2002,Total,0,61005,0.0,0.0,6.0,#
Early Syphilis,Lake,2003,Female,0,31191,0.0,0.0,11.8,#
Early Syphilis,Lake,2003,Male,1,30790,3.2,0.1,18.1,*
Early Syphilis,Lake,2003,Total,1,61981,1.6,0.0,9.0,*
Early Syphilis,Lake,2004,Female,0,31503,0.0,0.0,11.7,#
Early Syphilis,Lake,2004,Male,2,31130,6.4,0.8,23.2,*
Early Syphilis,Lake,2004,Total,2,62633,3.2,0.4,11.5,*
Early Syphilis,Lake,2005,Female,0,31709,0.0,0.0,11.6,#
Early Syphilis,Lake,2005,Male,0,31398,0.0,0.0,11.7,#
Early Syphilis,Lake,2005,Total,0,63107,0.0,0.0,5.8,#
Early Syphilis,Lake,2006,Female,0,31980,0.0,0.0,11.5,#
Early Syphilis,Lake,2006,Male,0,31812,0.0,0.0,11.6,#
Early Syphilis,Lake,2006,Total,0,63792,0.0,0.0,5.8,#
Early Syphilis,Lake,2007,Female,0,32024,0.0,0.0,11.5,#
Early Syphilis,Lake,2007,Male,0,31962,0.0,0.0,11.5,#
Early Syphilis,Lake,2007,Total,0,63986,0.0,0.0,5.8,#
Early Syphilis,Lake,2008,Female,0,32159,0.0,0.0,11.5,#
Early Syphilis,Lake,2008,Male,0,32211,0.0,0.0,11.5,#
Early Syphilis,Lake,2008,Total,0,64370,0.0,0.0,5.7,#
Early Syphilis,Lake,2009,Female,0,32169,0.0,0.0,11.5,#
Early Syphilis,Lake,2009,Male,0,32227,0.0,0.0,11.4,#
Early Syphilis,Lake,2009,Total,0,64396,0.0,0.0,5.7,#
Early Syphilis,Lake,2010,Female,0,32329,0.0,0.0,11.4,#
Early Syphilis,Lake,2010,Male,3,32625,9.2,1.9,26.9,*
Early Syphilis,Lake,2010,Total,3,64954,4.6,1.0,13.5,*
Early Syphilis,Lake,2011,Female,0,32256,0.0,0.0,11.4,#
Early Syphilis,Lake,2011,Male,0,32567,0.0,0.0,11.3,#
Early Syphilis,Lake,2011,Total,0,64823,0.0,0.0,5.7,#
Early Syphilis,Lake,2012,Female,0,32288,0.0,0.0,11.4,#
Early Syphilis,Lake,2012,Male,0,32641,0.0,0.0,11.3,#
Early Syphilis,Lake,2012,Total,0,64929,0.0,0.0,5.7,#
Early Syphilis,Lake,2013,Female,3,32381,9.3,1.9,27.1,*
Early Syphilis,Lake,2013,Male,3,32563,9.2,1.9,26.9,*
Early Syphilis,Lake,2013,Total,6,64944,9.2,3.4,20.1,*
Early Syphilis,Lake,2014,Female,0,32543,0.0,0.0,11.3,#
Early Syphilis,Lake,2014,Male,3,32652,9.2,1.9,26.8,*
Early Syphilis,Lake,2014,Total,3,65195,4.6,0.9,13.4,*
Early Syphilis,Lake,2015,Female,0,32411,0.0,0.0,11.4,#
Early Syphilis,Lake,2015,Male,4,32448,12.3,3.4,31.6,*
Early Syphilis,Lake,2015,Total,4,64859,6.2,1.7,15.8,*
Early Syphilis,Lake,2016,Female,0,32311,0.0,0.0,11.4,#
Early Syphilis,Lake,2016,Male,4,32273,12.4,3.4,31.7,*
Early Syphilis,Lake,2016,Total,4,64584,6.2,1.7,15.9,*
Early Syphilis,Lake,2017,Female,1,32535,3.1,0.1,17.1,*
Early Syphilis,Lake,2017,Male,6,32395,18.5,6.8,40.3,*
Early Syphilis,Lake,2017,Total,7,64930,10.8,4.3,22.2,*
Early Syphilis,Lake,2018,Female,6,32690,18.4,6.7,39.9,*
Early Syphilis,Lake,2018,Male,4,32480,12.3,3.4,31.5,*
Early Syphilis,Lake,2018,Total,10,65170,15.3,7.4,28.2,*
Early Syphilis,Lassen,2001,Female,0,12262,0.0,0.0,30.1,#
Early Syphilis,Lassen,2001,Male,0,21388,0.0,0.0,17.2,#
Early Syphilis,Lassen,2001,Total,0,33650,0.0,0.0,11.0,#
Early Syphilis,Lassen,2002,Female,0,12184,0.0,0.0,30.3,#
Early Syphilis,Lassen,2002,Male,0,21419,0.0,0.0,17.2,#
Early Syphilis,Lassen,2002,Total,0,33603,0.0,0.0,11.0,#
Early Syphilis,Lassen,2003,Female,0,12307,0.0,0.0,30.0,#
Early Syphilis,Lassen,2003,Male,0,21746,0.0,0.0,17.0,#
Early Syphilis,Lassen,2003,Total,0,34053,0.0,0.0,10.8,#
Early Syphilis,Lassen,2004,Female,0,12495,0.0,0.0,29.5,#
Early Syphilis,Lassen,2004,Male,0,22079,0.0,0.0,16.7,#
Early Syphilis,Lassen,2004,Total,0,34574,0.0,0.0,10.7,#
Early Syphilis,Lassen,2005,Female,0,12495,0.0,0.0,29.5,#
Early Syphilis,Lassen,2005,Male,0,22033,0.0,0.0,16.7,#
Early Syphilis,Lassen,2005,Total,0,34528,0.0,0.0,10.7,#
Early Syphilis,Lassen,2006,Female,0,12622,0.0,0.0,29.2,#
Early Syphilis,Lassen,2006,Male,0,22389,0.0,0.0,16.5,#
Early Syphilis,Lassen,2006,Total,0,35011,0.0,0.0,10.5,#
Early Syphilis,Lassen,2007,Female,,12839,,,,s
Early Syphilis,Lassen,2007,Male,,22910,,,,s
Early Syphilis,Lassen,2007,Total,1,35749,2.8,0.1,15.6,*
Early Syphilis,Lassen,2008,Female,,12631,,,,s
Early Syphilis,Lassen,2008,Male,,22489,,,,s
Early Syphilis,Lassen,2008,Total,3,35120,8.5,1.8,25.0,*
Early Syphilis,Lassen,2009,Female,,12461,,,,s
Early Syphilis,Lassen,2009,Male,,22312,,,,s
Early Syphilis,Lassen,2009,Total,1,34773,2.9,0.1,16.0,*
Early Syphilis,Lassen,2010,Female,0,12243,0.0,0.0,30.1,#
Early Syphilis,Lassen,2010,Male,0,22547,0.0,0.0,16.4,#
Early Syphilis,Lassen,2010,Total,0,34790,0.0,0.0,10.6,#
Early Syphilis,Lassen,2011,Female,0,12283,0.0,0.0,30.0,#
Early Syphilis,Lassen,2011,Male,0,22242,0.0,0.0,16.6,#
Early Syphilis,Lassen,2011,Total,0,34525,0.0,0.0,10.7,#
Early Syphilis,Lassen,2012,Female,0,12209,0.0,0.0,30.2,#
Early Syphilis,Lassen,2012,Male,0,20813,0.0,0.0,17.7,#
Early Syphilis,Lassen,2012,Total,0,33022,0.0,0.0,11.2,#
Early Syphilis,Lassen,2013,Female,0,11888,0.0,0.0,31.0,#
Early Syphilis,Lassen,2013,Male,0,20459,0.0,0.0,18.0,#
Early Syphilis,Lassen,2013,Total,0,32347,0.0,0.0,11.4,#
Early Syphilis,Lassen,2014,Female,0,11729,0.0,0.0,31.4,#
Early Syphilis,Lassen,2014,Male,0,20149,0.0,0.0,18.3,#
Early Syphilis,Lassen,2014,Total,0,31878,0.0,0.0,11.6,#
Early Syphilis,Lassen,2015,Female,,11667,,,,s
Early Syphilis,Lassen,2015,Male,,19320,,,,s
Early Syphilis,Lassen,2015,Total,1,30987,3.2,0.1,18.0,*
Early Syphilis,Lassen,2016,Female,0,11532,0.0,0.0,32.0,#
Early Syphilis,Lassen,2016,Male,0,19062,0.0,0.0,19.4,#
Early Syphilis,Lassen,2016,Total,0,30594,0.0,0.0,12.1,#
Early Syphilis,Lassen,2017,Female,,11556,,,,s
Early Syphilis,Lassen,2017,Male,,19048,,,,s
Early Syphilis,Lassen,2017,Total,2,30604,6.5,0.8,23.6,*
Early Syphilis,Lassen,2018,Female,0,11559,0.0,0.0,31.9,#
Early Syphilis,Lassen,2018,Male,0,19004,0.0,0.0,19.4,#
Early Syphilis,Lassen,2018,Total,0,30563,0.0,0.0,12.1,#
Early Syphilis,Los Angeles,2001,Female,64,4880163,1.3,1.0,1.7,
Early Syphilis,Los Angeles,2001,Male,368,4755632,7.7,7.0,8.6,
Early Syphilis,Los Angeles,2001,Total,432,9635795,4.5,4.1,4.9,
Early Syphilis,Los Angeles,2002,Female,65,4924247,1.3,1.0,1.7,
Early Syphilis,Los Angeles,2002,Male,733,4798197,15.3,14.2,16.4,
Early Syphilis,Los Angeles,2002,Total,798,9722444,8.2,7.6,8.8,
Early Syphilis,Los Angeles,2003,Female,86,4959624,1.7,1.4,2.1,
Early Syphilis,Los Angeles,2003,Male,856,4831398,17.7,16.6,18.9,
Early Syphilis,Los Angeles,2003,Total,942,9791022,9.6,9.0,10.3,
Early Syphilis,Los Angeles,2004,Female,90,4976651,1.8,1.5,2.2,
Early Syphilis,Los Angeles,2004,Male,856,4845857,17.7,16.5,18.9,
Early Syphilis,Los Angeles,2004,Total,946,9822508,9.6,9.0,10.3,
Early Syphilis,Los Angeles,2005,Female,137,4971093,2.8,2.3,3.3,
Early Syphilis,Los Angeles,2005,Male,1214,4838464,25.1,23.7,26.5,
Early Syphilis,Los Angeles,2005,Total,1351,9809557,13.8,13.0,14.5,
Early Syphilis,Los Angeles,2006,Female,182,4960400,3.7,3.2,4.2,
Early Syphilis,Los Angeles,2006,Male,1506,4826927,31.2,29.6,32.8,
Early Syphilis,Los Angeles,2006,Total,1688,9787327,17.2,16.4,18.1,
Early Syphilis,Los Angeles,2007,Female,175,4954194,3.5,3.0,4.1,
Early Syphilis,Los Angeles,2007,Male,1615,4819700,33.5,31.9,35.2,
Early Syphilis,Los Angeles,2007,Total,1791,9773894,18.3,17.5,19.2,
Early Syphilis,Los Angeles,2008,Female,108,4965659,2.2,1.8,2.6,
Early Syphilis,Los Angeles,2008,Male,1562,4831153,32.3,30.7,34.0,
Early Syphilis,Los Angeles,2008,Total,1670,9796812,17.0,16.2,17.9,
Early Syphilis,Los Angeles,2009,Female,109,4969132,2.2,1.8,2.6,
Early Syphilis,Los Angeles,2009,Male,1704,4836101,35.2,33.6,36.9,
Early Syphilis,Los Angeles,2009,Total,1813,9805233,18.5,17.6,19.4,
Early Syphilis,Los Angeles,2010,Female,83,4988706,1.7,1.3,2.1,
Early Syphilis,Los Angeles,2010,Male,1569,4849886,32.4,30.8,34.0,
Early Syphilis,Los Angeles,2010,Total,1652,9838592,16.8,16.0,17.6,
Early Syphilis,Los Angeles,2011,Female,75,5019110,1.5,1.2,1.9,
Early Syphilis,Los Angeles,2011,Male,1840,4883087,37.7,36.0,39.4,
Early Syphilis,Los Angeles,2011,Total,1915,9902197,19.3,18.5,20.2,
Early Syphilis,Los Angeles,2012,Female,93,5061868,1.8,1.5,2.3,
Early Syphilis,Los Angeles,2012,Male,2190,4928880,44.4,42.6,46.3,
Early Syphilis,Los Angeles,2012,Total,2288,9990748,22.9,22.0,23.9,
Early Syphilis,Los Angeles,2013,Female,133,5099064,2.6,2.2,3.1,
Early Syphilis,Los Angeles,2013,Male,2378,4968840,47.9,46.0,49.8,
Early Syphilis,Los Angeles,2013,Total,2511,10067904,24.9,24.0,25.9,
Early Syphilis,Los Angeles,2014,Female,166,5127178,3.2,2.8,3.8,
Early Syphilis,Los Angeles,2014,Male,2508,4999799,50.2,48.2,52.2,
Early Syphilis,Los Angeles,2014,Total,2675,10126977,26.4,25.4,27.4,
Early Syphilis,Los Angeles,2015,Female,212,5153697,4.1,3.6,4.7,
Early Syphilis,Los Angeles,2015,Male,3272,5027369,65.1,62.9,67.4,
Early Syphilis,Los Angeles,2015,Total,3484,10181066,34.2,33.1,35.4,
Early Syphilis,Los Angeles,2016,Female,265,5169943,5.1,4.5,5.8,
Early Syphilis,Los Angeles,2016,Male,3762,5045264,74.6,72.2,77.0,
Early Syphilis,Los Angeles,2016,Total,4028,10215207,39.4,38.2,40.7,
Early Syphilis,Los Angeles,2017,Female,338,5191338,6.5,5.8,7.2,
Early Syphilis,Los Angeles,2017,Male,4442,5070398,87.6,85.1,90.2,
Early Syphilis,Los Angeles,2017,Total,4781,10261736,46.6,45.3,47.9,
Early Syphilis,Los Angeles,2018,Female,501,5197594,9.6,8.8,10.5,
Early Syphilis,Los Angeles,2018,Male,5126,5081242,100.9,98.1,103.7,
Early Syphilis,Los Angeles,2018,Total,5627,10278836,54.7,53.3,56.2,
Early Syphilis,Madera,2001,Female,0,65826,0.0,0.0,5.6,#
Early Syphilis,Madera,2001,Male,1,60630,1.6,0.0,9.2,*
Early Syphilis,Madera,2001,Total,1,126456,0.8,0.0,4.4,*
Early Syphilis,Madera,2002,Female,1,66805,1.5,0.0,8.3,*
Early Syphilis,Madera,2002,Male,0,61679,0.0,0.0,6.0,#
Early Syphilis,Madera,2002,Total,1,128484,0.8,0.0,4.3,*
Early Syphilis,Madera,2003,Female,0,68998,0.0,0.0,5.3,#
Early Syphilis,Madera,2003,Male,0,63816,0.0,0.0,5.8,#
Early Syphilis,Madera,2003,Total,0,132814,0.0,0.0,2.8,#
Early Syphilis,Madera,2004,Female,0,70893,0.0,0.0,5.2,#
Early Syphilis,Madera,2004,Male,0,65595,0.0,0.0,5.6,#
Early Syphilis,Madera,2004,Total,0,136488,0.0,0.0,2.7,#
Early Syphilis,Madera,2005,Female,0,72628,0.0,0.0,5.1,#
Early Syphilis,Madera,2005,Male,0,67240,0.0,0.0,5.5,#
Early Syphilis,Madera,2005,Total,0,139868,0.0,0.0,2.6,#
Early Syphilis,Madera,2006,Female,1,74530,1.3,0.0,7.5,*
Early Syphilis,Madera,2006,Male,2,68998,2.9,0.4,10.5,*
Early Syphilis,Madera,2006,Total,3,143528,2.1,0.4,6.1,*
Early Syphilis,Madera,2007,Female,0,76189,0.0,0.0,4.8,#
Early Syphilis,Madera,2007,Male,2,70617,2.8,0.3,10.2,*
Early Syphilis,Madera,2007,Total,2,146806,1.4,0.2,4.9,*
Early Syphilis,Madera,2008,Female,0,77369,0.0,0.0,4.8,#
Early Syphilis,Madera,2008,Male,0,71745,0.0,0.0,5.1,#
Early Syphilis,Madera,2008,Total,0,149114,0.0,0.0,2.5,#
Early Syphilis,Madera,2009,Female,0,77888,0.0,0.0,4.7,#
Early Syphilis,Madera,2009,Male,0,72263,0.0,0.0,5.1,#
Early Syphilis,Madera,2009,Total,0,150151,0.0,0.0,2.5,#
Early Syphilis,Madera,2010,Female,0,77749,0.0,0.0,4.7,#
Early Syphilis,Madera,2010,Male,0,72395,0.0,0.0,5.1,#
Early Syphilis,Madera,2010,Total,0,150144,0.0,0.0,2.5,#
Early Syphilis,Madera,2011,Female,3,78352,3.8,0.8,11.2,*
Early Syphilis,Madera,2011,Male,2,73139,2.7,0.3,9.9,*
Early Syphilis,Madera,2011,Total,5,151491,3.3,1.1,7.7,*
Early Syphilis,Madera,2012,Female,0,77146,0.0,0.0,4.8,#
Early Syphilis,Madera,2012,Male,3,73644,4.1,0.8,11.9,*
Early Syphilis,Madera,2012,Total,3,150790,2.0,0.4,5.8,*
Early Syphilis,Madera,2013,Female,3,78713,3.8,0.8,11.1,*
Early Syphilis,Madera,2013,Male,11,73678,14.9,7.5,26.7,*
Early Syphilis,Madera,2013,Total,14,152391,9.2,5.0,15.4,
Early Syphilis,Madera,2014,Female,5,79654,6.3,2.0,14.6,*
Early Syphilis,Madera,2014,Male,11,74378,14.8,7.4,26.5,*
Early Syphilis,Madera,2014,Total,16,154032,10.4,5.9,16.9,
Early Syphilis,Madera,2015,Female,10,79903,12.5,6.0,23.0,*
Early Syphilis,Madera,2015,Male,16,74801,21.4,12.2,34.7,
Early Syphilis,Madera,2015,Total,26,154704,16.8,11.0,24.6,
Early Syphilis,Madera,2016,Female,19,80181,23.7,14.3,37.0,
Early Syphilis,Madera,2016,Male,24,75203,31.9,20.4,47.5,
Early Syphilis,Madera,2016,Total,43,155384,27.7,20.0,37.3,
Early Syphilis,Madera,2017,Female,23,80884,28.4,18.0,42.7,
Early Syphilis,Madera,2017,Male,27,76031,35.5,23.4,51.7,
Early Syphilis,Madera,2017,Total,50,156915,31.9,23.7,42.0,
Early Syphilis,Madera,2018,Female,26,81519,31.9,20.8,46.7,
Early Syphilis,Madera,2018,Male,37,76740,48.2,34.0,66.5,
