"Disease","County","Year","Sex","Cases","Population","Rate","Lower 95% CI","Upper 95% CI","Annotation Code"
Early Syphilis,Madera,2018,Total,63,158259,39.8,30.6,50.9,
Early Syphilis,Marin,2001,Female,0,125414,0.0,0.0,2.9,#
Early Syphilis,Marin,2001,Male,6,122317,4.9,1.8,10.7,*
Early Syphilis,Marin,2001,Total,6,247731,2.4,0.9,5.3,*
Early Syphilis,Marin,2002,Female,0,125308,0.0,0.0,2.9,#
Early Syphilis,Marin,2002,Male,8,122074,6.6,2.8,12.9,*
Early Syphilis,Marin,2002,Total,8,247382,3.2,1.4,6.4,*
Early Syphilis,Marin,2003,Female,0,125259,0.0,0.0,2.9,#
Early Syphilis,Marin,2003,Male,3,122021,2.5,0.5,7.2,*
Early Syphilis,Marin,2003,Total,3,247280,1.2,0.3,3.5,*
Early Syphilis,Marin,2004,Female,0,124972,0.0,0.0,3.0,#
Early Syphilis,Marin,2004,Male,2,121712,1.6,0.2,5.9,*
Early Syphilis,Marin,2004,Total,2,246684,0.8,0.1,2.9,*
Early Syphilis,Marin,2005,Female,0,124976,0.0,0.0,3.0,#
Early Syphilis,Marin,2005,Male,3,121710,2.5,0.5,7.2,*
Early Syphilis,Marin,2005,Total,3,246686,1.2,0.3,3.6,*
Early Syphilis,Marin,2006,Female,0,125234,0.0,0.0,2.9,#
Early Syphilis,Marin,2006,Male,9,122013,7.4,3.4,14.0,*
Early Syphilis,Marin,2006,Total,9,247247,3.6,1.7,6.9,*
Early Syphilis,Marin,2007,Female,0,126059,0.0,0.0,2.9,#
Early Syphilis,Marin,2007,Male,6,122743,4.9,1.8,10.6,*
Early Syphilis,Marin,2007,Total,6,248802,2.4,0.9,5.2,*
Early Syphilis,Marin,2008,Female,1,126841,0.8,0.0,4.4,*
Early Syphilis,Marin,2008,Male,6,123447,4.9,1.8,10.6,*
Early Syphilis,Marin,2008,Total,7,250288,2.8,1.1,5.8,*
Early Syphilis,Marin,2009,Female,0,127284,0.0,0.0,2.9,#
Early Syphilis,Marin,2009,Male,4,123946,3.2,0.9,8.3,*
Early Syphilis,Marin,2009,Total,4,251230,1.6,0.4,4.1,*
Early Syphilis,Marin,2010,Female,0,128258,0.0,0.0,2.9,#
Early Syphilis,Marin,2010,Male,9,124032,7.3,3.3,13.8,*
Early Syphilis,Marin,2010,Total,9,252290,3.6,1.6,6.8,*
Early Syphilis,Marin,2011,Female,1,129252,0.8,0.0,4.3,*
Early Syphilis,Marin,2011,Male,9,125258,7.2,3.3,13.6,*
Early Syphilis,Marin,2011,Total,10,254510,3.9,1.9,7.2,*
Early Syphilis,Marin,2012,Female,0,130080,0.0,0.0,2.8,#
Early Syphilis,Marin,2012,Male,16,125886,12.7,7.3,20.6,
Early Syphilis,Marin,2012,Total,16,255966,6.3,3.6,10.2,
Early Syphilis,Marin,2013,Female,1,131420,0.8,0.0,4.2,*
Early Syphilis,Marin,2013,Male,19,127663,14.9,9.0,23.2,
Early Syphilis,Marin,2013,Total,20,259083,7.7,4.7,11.9,
Early Syphilis,Marin,2014,Female,1,132487,0.8,0.0,4.2,*
Early Syphilis,Marin,2014,Male,19,128641,14.8,8.9,23.1,
Early Syphilis,Marin,2014,Total,20,261128,7.7,4.7,11.8,
Early Syphilis,Marin,2015,Female,1,132819,0.8,0.0,4.2,*
Early Syphilis,Marin,2015,Male,25,128822,19.4,12.6,28.6,
Early Syphilis,Marin,2015,Total,26,261641,9.9,6.5,14.6,
Early Syphilis,Marin,2016,Female,3,132998,2.3,0.5,6.6,*
Early Syphilis,Marin,2016,Male,31,129497,23.9,16.3,34.0,
Early Syphilis,Marin,2016,Total,34,262495,13.0,9.0,18.1,
Early Syphilis,Marin,2017,Female,1,132721,0.8,0.0,4.2,*
Early Syphilis,Marin,2017,Male,37,129371,28.6,20.1,39.4,
Early Syphilis,Marin,2017,Total,38,262092,14.5,10.3,19.9,
Early Syphilis,Marin,2018,Female,1,132644,0.8,0.0,4.2,*
Early Syphilis,Marin,2018,Male,26,129580,20.1,13.1,29.4,
Early Syphilis,Marin,2018,Total,27,262224,10.3,6.8,15.0,
Early Syphilis,Mariposa,2001,Female,0,8462,0.0,0.0,43.6,#
Early Syphilis,Mariposa,2001,Male,0,8807,0.0,0.0,41.9,#
Early Syphilis,Mariposa,2001,Total,0,17269,0.0,0.0,21.4,#
Early Syphilis,Mariposa,2002,Female,0,8561,0.0,0.0,43.1,#
Early Syphilis,Mariposa,2002,Male,0,8900,0.0,0.0,41.4,#
Early Syphilis,Mariposa,2002,Total,0,17461,0.0,0.0,21.1,#
Early Syphilis,Mariposa,2003,Female,0,8716,0.0,0.0,42.3,#
Early Syphilis,Mariposa,2003,Male,0,9048,0.0,0.0,40.8,#
Early Syphilis,Mariposa,2003,Total,0,17764,0.0,0.0,20.8,#
Early Syphilis,Mariposa,2004,Female,0,8791,0.0,0.0,42.0,#
Early Syphilis,Mariposa,2004,Male,0,9081,0.0,0.0,40.6,#
Early Syphilis,Mariposa,2004,Total,0,17872,0.0,0.0,20.6,#
Early Syphilis,Mariposa,2005,Female,,8888,,,,s
Early Syphilis,Mariposa,2005,Male,,9169,,,,s
Early Syphilis,Mariposa,2005,Total,1,18057,5.5,0.1,30.9,*
Early Syphilis,Mariposa,2006,Female,0,8982,0.0,0.0,41.1,#
Early Syphilis,Mariposa,2006,Male,0,9262,0.0,0.0,39.8,#
Early Syphilis,Mariposa,2006,Total,0,18244,0.0,0.0,20.2,#
Early Syphilis,Mariposa,2007,Female,,9059,,,,s
Early Syphilis,Mariposa,2007,Male,,9317,,,,s
Early Syphilis,Mariposa,2007,Total,2,18376,10.9,1.3,39.3,*
Early Syphilis,Mariposa,2008,Female,0,9056,0.0,0.0,40.7,#
Early Syphilis,Mariposa,2008,Male,0,9329,0.0,0.0,39.5,#
Early Syphilis,Mariposa,2008,Total,0,18385,0.0,0.0,20.1,#
Early Syphilis,Mariposa,2009,Female,0,9007,0.0,0.0,40.9,#
Early Syphilis,Mariposa,2009,Male,0,9274,0.0,0.0,39.8,#
Early Syphilis,Mariposa,2009,Total,0,18281,0.0,0.0,20.2,#
Early Syphilis,Mariposa,2010,Female,0,8982,0.0,0.0,41.1,#
Early Syphilis,Mariposa,2010,Male,0,9263,0.0,0.0,39.8,#
Early Syphilis,Mariposa,2010,Total,0,18245,0.0,0.0,20.2,#
Early Syphilis,Mariposa,2011,Female,0,8980,0.0,0.0,41.1,#
Early Syphilis,Mariposa,2011,Male,0,9261,0.0,0.0,39.8,#
Early Syphilis,Mariposa,2011,Total,0,18241,0.0,0.0,20.2,#
Early Syphilis,Mariposa,2012,Female,,8974,,,,s
Early Syphilis,Mariposa,2012,Male,,9250,,,,s
Early Syphilis,Mariposa,2012,Total,1,18224,5.5,0.1,30.6,*
Early Syphilis,Mariposa,2013,Female,,8960,,,,s
Early Syphilis,Mariposa,2013,Male,,9197,,,,s
Early Syphilis,Mariposa,2013,Total,1,18157,5.5,0.1,30.7,*
Early Syphilis,Mariposa,2014,Female,0,8945,0.0,0.0,41.2,#
Early Syphilis,Mariposa,2014,Male,0,9190,0.0,0.0,40.1,#
Early Syphilis,Mariposa,2014,Total,0,18135,0.0,0.0,20.3,#
Early Syphilis,Mariposa,2015,Female,,8937,,,,s
Early Syphilis,Mariposa,2015,Male,,9149,,,,s
Early Syphilis,Mariposa,2015,Total,2,18086,11.1,1.3,39.9,*
Early Syphilis,Mariposa,2016,Female,,8944,,,,s
Early Syphilis,Mariposa,2016,Male,,9122,,,,s
Early Syphilis,Mariposa,2016,Total,2,18066,11.1,1.3,40.0,*
Early Syphilis,Mariposa,2017,Female,,8934,,,,s
Early Syphilis,Mariposa,2017,Male,,9058,,,,s
Early Syphilis,Mariposa,2017,Total,2,17992,11.1,1.3,40.1,*
Early Syphilis,Mariposa,2018,Female,,8909,,,,s
Early Syphilis,Mariposa,2018,Male,,9009,,,,s
Early Syphilis,Mariposa,2018,Total,1,17918,5.6,0.1,31.1,*
Early Syphilis,Mendocino,2001,Female,0,43658,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2001,Male,0,43482,0.0,0.0,8.5,#
Early Syphilis,Mendocino,2001,Total,0,87140,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2002,Female,0,43840,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2002,Male,0,43667,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2002,Total,0,87507,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2003,Female,0,44097,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2003,Male,0,43920,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2003,Total,0,88017,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2004,Female,0,44205,0.0,0.0,8.3,#
Early Syphilis,Mendocino,2004,Male,4,44034,9.1,2.5,23.3,*
Early Syphilis,Mendocino,2004,Total,4,88239,4.5,1.2,11.6,*
Early Syphilis,Mendocino,2005,Female,0,44108,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2005,Male,1,43908,2.3,0.1,12.7,*
Early Syphilis,Mendocino,2005,Total,1,88016,1.1,0.0,6.3,*
Early Syphilis,Mendocino,2006,Female,0,43894,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2006,Male,0,43690,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2006,Total,0,87584,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2007,Female,0,43887,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2007,Male,0,43759,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2007,Total,0,87646,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2008,Female,0,43940,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2008,Male,2,43842,4.6,0.6,16.5,*
Early Syphilis,Mendocino,2008,Total,2,87782,2.3,0.3,8.2,*
Early Syphilis,Mendocino,2009,Female,0,43794,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2009,Male,0,43775,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2009,Total,0,87569,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2010,Female,0,43779,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2010,Male,0,43895,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2010,Total,0,87674,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2011,Female,0,43561,0.0,0.0,8.5,#
Early Syphilis,Mendocino,2011,Male,2,43690,4.6,0.6,16.5,*
Early Syphilis,Mendocino,2011,Total,2,87251,2.3,0.3,8.3,*
Early Syphilis,Mendocino,2012,Female,0,43916,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2012,Male,3,44095,6.8,1.4,19.9,*
Early Syphilis,Mendocino,2012,Total,3,88011,3.4,0.7,10.0,*
Early Syphilis,Mendocino,2013,Female,0,44003,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2013,Male,3,44189,6.8,1.4,19.8,*
Early Syphilis,Mendocino,2013,Total,3,88192,3.4,0.7,9.9,*
Early Syphilis,Mendocino,2014,Female,0,44138,0.0,0.0,8.4,#
Early Syphilis,Mendocino,2014,Male,0,44347,0.0,0.0,8.3,#
Early Syphilis,Mendocino,2014,Total,0,88485,0.0,0.0,4.2,#
Early Syphilis,Mendocino,2015,Female,1,44038,2.3,0.1,12.7,*
Early Syphilis,Mendocino,2015,Male,7,44277,15.8,6.4,32.6,*
Early Syphilis,Mendocino,2015,Total,8,88315,9.1,3.9,17.8,*
Early Syphilis,Mendocino,2016,Female,0,44280,0.0,0.0,8.3,#
Early Syphilis,Mendocino,2016,Male,3,44486,6.7,1.4,19.7,*
Early Syphilis,Mendocino,2016,Total,3,88766,3.4,0.7,9.9,*
Early Syphilis,Mendocino,2017,Female,0,44449,0.0,0.0,8.3,#
Early Syphilis,Mendocino,2017,Male,6,44622,13.4,4.9,29.3,*
Early Syphilis,Mendocino,2017,Total,6,89071,6.7,2.5,14.7,*
Early Syphilis,Mendocino,2018,Female,6,44413,13.5,5.0,29.4,*
Early Syphilis,Mendocino,2018,Male,8,44614,17.9,7.7,35.3,*
Early Syphilis,Mendocino,2018,Total,14,89027,15.7,8.6,26.4,
Early Syphilis,Merced,2001,Female,1,108778,0.9,0.0,5.1,*
Early Syphilis,Merced,2001,Male,6,108541,5.5,2.0,12.0,*
Early Syphilis,Merced,2001,Total,7,217319,3.2,1.3,6.6,*
Early Syphilis,Merced,2002,Female,0,111411,0.0,0.0,3.3,#
Early Syphilis,Merced,2002,Male,0,111322,0.0,0.0,3.3,#
Early Syphilis,Merced,2002,Total,0,222733,0.0,0.0,1.7,#
Early Syphilis,Merced,2003,Female,2,114558,1.7,0.2,6.3,*
Early Syphilis,Merced,2003,Male,0,114624,0.0,0.0,3.2,#
Early Syphilis,Merced,2003,Total,2,229182,0.9,0.1,3.2,*
Early Syphilis,Merced,2004,Female,0,117671,0.0,0.0,3.1,#
Early Syphilis,Merced,2004,Male,0,117878,0.0,0.0,3.1,#
Early Syphilis,Merced,2004,Total,0,235549,0.0,0.0,1.6,#
Early Syphilis,Merced,2005,Female,0,120117,0.0,0.0,3.1,#
Early Syphilis,Merced,2005,Male,2,120483,1.7,0.2,6.0,*
Early Syphilis,Merced,2005,Total,2,240600,0.8,0.1,3.0,*
Early Syphilis,Merced,2006,Female,2,122487,1.6,0.2,5.9,*
Early Syphilis,Merced,2006,Male,3,123068,2.4,0.5,7.1,*
Early Syphilis,Merced,2006,Total,5,245555,2.0,0.7,4.8,*
Early Syphilis,Merced,2007,Female,0,124354,0.0,0.0,3.0,#
Early Syphilis,Merced,2007,Male,2,125184,1.6,0.2,5.8,*
Early Syphilis,Merced,2007,Total,2,249538,0.8,0.1,2.9,*
Early Syphilis,Merced,2008,Female,1,125498,0.8,0.0,4.4,*
Early Syphilis,Merced,2008,Male,4,126434,3.2,0.9,8.1,*
Early Syphilis,Merced,2008,Total,5,251932,2.0,0.6,4.6,*
Early Syphilis,Merced,2009,Female,0,126418,0.0,0.0,2.9,#
Early Syphilis,Merced,2009,Male,3,127705,2.3,0.5,6.9,*
Early Syphilis,Merced,2009,Total,3,254123,1.2,0.2,3.5,*
Early Syphilis,Merced,2010,Female,1,127550,0.8,0.0,4.4,*
Early Syphilis,Merced,2010,Male,6,129263,4.6,1.7,10.1,*
Early Syphilis,Merced,2010,Total,7,256813,2.7,1.1,5.6,*
Early Syphilis,Merced,2011,Female,1,128981,0.8,0.0,4.3,*
Early Syphilis,Merced,2011,Male,5,131136,3.8,1.2,8.9,*
Early Syphilis,Merced,2011,Total,6,260117,2.3,0.8,5.0,*
Early Syphilis,Merced,2012,Female,1,130413,0.8,0.0,4.3,*
Early Syphilis,Merced,2012,Male,8,132558,6.0,2.6,11.9,*
Early Syphilis,Merced,2012,Total,9,262971,3.4,1.6,6.5,*
Early Syphilis,Merced,2013,Female,2,131433,1.5,0.2,5.5,*
Early Syphilis,Merced,2013,Male,17,133684,12.7,7.4,20.4,
Early Syphilis,Merced,2013,Total,19,265117,7.2,4.3,11.2,
Early Syphilis,Merced,2014,Female,6,132606,4.5,1.7,9.8,*
Early Syphilis,Merced,2014,Male,17,135104,12.6,7.3,20.1,
Early Syphilis,Merced,2014,Total,23,267710,8.6,5.4,12.9,
Early Syphilis,Merced,2015,Female,6,133757,4.5,1.6,9.8,*
Early Syphilis,Merced,2015,Male,20,136160,14.7,9.0,22.7,
Early Syphilis,Merced,2015,Total,26,269917,9.6,6.3,14.1,
Early Syphilis,Merced,2016,Female,3,134997,2.2,0.5,6.5,*
Early Syphilis,Merced,2016,Male,17,137271,12.4,7.2,19.8,
Early Syphilis,Merced,2016,Total,20,272268,7.3,4.5,11.3,
Early Syphilis,Merced,2017,Female,23,137083,16.8,10.6,25.2,
Early Syphilis,Merced,2017,Male,45,139528,32.3,23.5,43.2,
Early Syphilis,Merced,2017,Total,68,276611,24.6,19.1,31.2,
Early Syphilis,Merced,2018,Female,35,139076,25.2,17.5,35.0,
Early Syphilis,Merced,2018,Male,76,141696,53.6,42.3,67.1,
Early Syphilis,Merced,2018,Total,111,280772,39.5,32.5,47.6,
Early Syphilis,Modoc,2001,Female,0,4670,0.0,0.0,79.0,#
Early Syphilis,Modoc,2001,Male,0,4764,0.0,0.0,77.4,#
Early Syphilis,Modoc,2001,Total,0,9434,0.0,0.0,39.1,#
Early Syphilis,Modoc,2002,Female,0,4651,0.0,0.0,79.3,#
Early Syphilis,Modoc,2002,Male,0,4749,0.0,0.0,77.6,#
Early Syphilis,Modoc,2002,Total,0,9400,0.0,0.0,39.2,#
Early Syphilis,Modoc,2003,Female,0,4695,0.0,0.0,78.5,#
Early Syphilis,Modoc,2003,Male,0,4816,0.0,0.0,76.6,#
Early Syphilis,Modoc,2003,Total,0,9511,0.0,0.0,38.8,#
Early Syphilis,Modoc,2004,Female,0,4740,0.0,0.0,77.8,#
Early Syphilis,Modoc,2004,Male,0,4862,0.0,0.0,75.8,#
Early Syphilis,Modoc,2004,Total,0,9602,0.0,0.0,38.4,#
Early Syphilis,Modoc,2005,Female,0,4737,0.0,0.0,77.8,#
Early Syphilis,Modoc,2005,Male,0,4851,0.0,0.0,76.0,#
Early Syphilis,Modoc,2005,Total,0,9588,0.0,0.0,38.5,#
Early Syphilis,Modoc,2006,Female,0,4763,0.0,0.0,77.4,#
Early Syphilis,Modoc,2006,Male,0,4876,0.0,0.0,75.6,#
Early Syphilis,Modoc,2006,Total,0,9639,0.0,0.0,38.3,#
Early Syphilis,Modoc,2007,Female,0,4744,0.0,0.0,77.7,#
Early Syphilis,Modoc,2007,Male,0,4846,0.0,0.0,76.1,#
Early Syphilis,Modoc,2007,Total,0,9590,0.0,0.0,38.5,#
Early Syphilis,Modoc,2008,Female,0,4760,0.0,0.0,77.5,#
Early Syphilis,Modoc,2008,Male,0,4863,0.0,0.0,75.8,#
Early Syphilis,Modoc,2008,Total,0,9623,0.0,0.0,38.3,#
Early Syphilis,Modoc,2009,Female,0,4776,0.0,0.0,77.2,#
Early Syphilis,Modoc,2009,Male,0,4856,0.0,0.0,75.9,#
Early Syphilis,Modoc,2009,Total,0,9632,0.0,0.0,38.3,#
Early Syphilis,Modoc,2010,Female,0,4816,0.0,0.0,76.6,#
Early Syphilis,Modoc,2010,Male,0,4872,0.0,0.0,75.7,#
Early Syphilis,Modoc,2010,Total,0,9688,0.0,0.0,38.1,#
Early Syphilis,Modoc,2011,Female,0,4812,0.0,0.0,76.6,#
Early Syphilis,Modoc,2011,Male,0,4870,0.0,0.0,75.7,#
Early Syphilis,Modoc,2011,Total,0,9682,0.0,0.0,38.1,#
Early Syphilis,Modoc,2012,Female,0,4796,0.0,0.0,76.9,#
Early Syphilis,Modoc,2012,Male,0,4837,0.0,0.0,76.2,#
Early Syphilis,Modoc,2012,Total,0,9633,0.0,0.0,38.3,#
Early Syphilis,Modoc,2013,Female,0,4803,0.0,0.0,76.8,#
Early Syphilis,Modoc,2013,Male,0,4807,0.0,0.0,76.7,#
Early Syphilis,Modoc,2013,Total,0,9610,0.0,0.0,38.4,#
Early Syphilis,Modoc,2014,Female,0,4797,0.0,0.0,76.9,#
Early Syphilis,Modoc,2014,Male,0,4788,0.0,0.0,77.0,#
Early Syphilis,Modoc,2014,Total,0,9585,0.0,0.0,38.5,#
Early Syphilis,Modoc,2015,Female,0,4786,0.0,0.0,77.0,#
Early Syphilis,Modoc,2015,Male,0,4756,0.0,0.0,77.5,#
Early Syphilis,Modoc,2015,Total,0,9542,0.0,0.0,38.7,#
Early Syphilis,Modoc,2016,Female,0,4768,0.0,0.0,77.3,#
Early Syphilis,Modoc,2016,Male,0,4734,0.0,0.0,77.9,#
Early Syphilis,Modoc,2016,Total,0,9502,0.0,0.0,38.8,#
Early Syphilis,Modoc,2017,Female,0,4766,0.0,0.0,77.4,#
Early Syphilis,Modoc,2017,Male,0,4722,0.0,0.0,78.1,#
Early Syphilis,Modoc,2017,Total,0,9488,0.0,0.0,38.9,#
Early Syphilis,Modoc,2018,Female,0,4780,0.0,0.0,77.1,#
Early Syphilis,Modoc,2018,Male,0,4725,0.0,0.0,78.0,#
Early Syphilis,Modoc,2018,Total,0,9505,0.0,0.0,38.8,#
Early Syphilis,Mono,2001,Female,0,6031,0.0,0.0,61.1,#
Early Syphilis,Mono,2001,Male,0,7182,0.0,0.0,51.4,#
Early Syphilis,Mono,2001,Total,0,13213,0.0,0.0,27.9,#
Early Syphilis,Mono,2002,Female,0,6130,0.0,0.0,60.2,#
Early Syphilis,Mono,2002,Male,0,7253,0.0,0.0,50.8,#
Early Syphilis,Mono,2002,Total,0,13383,0.0,0.0,27.6,#
Early Syphilis,Mono,2003,Female,0,6235,0.0,0.0,59.1,#
Early Syphilis,Mono,2003,Male,0,7339,0.0,0.0,50.3,#
Early Syphilis,Mono,2003,Total,0,13574,0.0,0.0,27.2,#
Early Syphilis,Mono,2004,Female,0,6322,0.0,0.0,58.3,#
Early Syphilis,Mono,2004,Male,0,7404,0.0,0.0,49.8,#
Early Syphilis,Mono,2004,Total,0,13726,0.0,0.0,26.9,#
Early Syphilis,Mono,2005,Female,0,6357,0.0,0.0,58.0,#
Early Syphilis,Mono,2005,Male,0,7442,0.0,0.0,49.6,#
Early Syphilis,Mono,2005,Total,0,13799,0.0,0.0,26.7,#
Early Syphilis,Mono,2006,Female,0,6524,0.0,0.0,56.5,#
Early Syphilis,Mono,2006,Male,0,7627,0.0,0.0,48.4,#
Early Syphilis,Mono,2006,Total,0,14151,0.0,0.0,26.1,#
Early Syphilis,Mono,2007,Female,0,6548,0.0,0.0,56.3,#
Early Syphilis,Mono,2007,Male,0,7664,0.0,0.0,48.1,#
Early Syphilis,Mono,2007,Total,0,14212,0.0,0.0,26.0,#
Early Syphilis,Mono,2008,Female,0,6487,0.0,0.0,56.9,#
Early Syphilis,Mono,2008,Male,0,7586,0.0,0.0,48.6,#
Early Syphilis,Mono,2008,Total,0,14073,0.0,0.0,26.2,#
Early Syphilis,Mono,2009,Female,0,6524,0.0,0.0,56.5,#
Early Syphilis,Mono,2009,Male,0,7551,0.0,0.0,48.8,#
Early Syphilis,Mono,2009,Total,0,14075,0.0,0.0,26.2,#
Early Syphilis,Mono,2010,Female,0,6570,0.0,0.0,56.1,#
Early Syphilis,Mono,2010,Male,0,7455,0.0,0.0,49.5,#
Early Syphilis,Mono,2010,Total,0,14025,0.0,0.0,26.3,#
Early Syphilis,Mono,2011,Female,0,6677,0.0,0.0,55.2,#
Early Syphilis,Mono,2011,Male,0,7620,0.0,0.0,48.4,#
Early Syphilis,Mono,2011,Total,0,14297,0.0,0.0,25.8,#
Early Syphilis,Mono,2012,Female,0,6626,0.0,0.0,55.7,#
Early Syphilis,Mono,2012,Male,0,7511,0.0,0.0,49.1,#
Early Syphilis,Mono,2012,Total,0,14137,0.0,0.0,26.1,#
Early Syphilis,Mono,2013,Female,0,6537,0.0,0.0,56.4,#
Early Syphilis,Mono,2013,Male,0,7413,0.0,0.0,49.8,#
Early Syphilis,Mono,2013,Total,0,13950,0.0,0.0,26.4,#
Early Syphilis,Mono,2014,Female,,6567,,,,s
Early Syphilis,Mono,2014,Male,,7413,,,,s
Early Syphilis,Mono,2014,Total,1,13980,7.2,0.2,39.8,*
Early Syphilis,Mono,2015,Female,,6533,,,,s
Early Syphilis,Mono,2015,Male,,7355,,,,s
Early Syphilis,Mono,2015,Total,2,13888,14.4,1.7,52.0,*
Early Syphilis,Mono,2016,Female,,6500,,,,s
Early Syphilis,Mono,2016,Male,,7305,,,,s
Early Syphilis,Mono,2016,Total,2,13805,14.5,1.8,52.3,*
Early Syphilis,Mono,2017,Female,0,6518,0.0,0.0,56.6,#
Early Syphilis,Mono,2017,Male,0,7328,0.0,0.0,50.3,#
Early Syphilis,Mono,2017,Total,0,13846,0.0,0.0,26.6,#
Early Syphilis,Mono,2018,Female,,6547,,,,s
Early Syphilis,Mono,2018,Male,,7340,,,,s
Early Syphilis,Mono,2018,Total,1,13887,7.2,0.2,40.1,*
Early Syphilis,Monterey,2001,Female,2,196311,1.0,0.1,3.7,*
Early Syphilis,Monterey,2001,Male,2,209953,1.0,0.1,3.4,*
Early Syphilis,Monterey,2001,Total,4,406264,1.0,0.3,2.5,*
Early Syphilis,Monterey,2002,Female,1,197739,0.5,0.0,2.8,*
Early Syphilis,Monterey,2002,Male,7,210860,3.3,1.3,6.8,*
Early Syphilis,Monterey,2002,Total,8,408599,2.0,0.8,3.9,*
Early Syphilis,Monterey,2003,Female,1,199426,0.5,0.0,2.8,*
Early Syphilis,Monterey,2003,Male,4,212515,1.9,0.5,4.8,*
Early Syphilis,Monterey,2003,Total,5,411941,1.2,0.4,2.8,*
Early Syphilis,Monterey,2004,Female,1,199399,0.5,0.0,2.8,*
Early Syphilis,Monterey,2004,Male,3,211722,1.4,0.3,4.1,*
Early Syphilis,Monterey,2004,Total,4,411121,1.0,0.3,2.5,*
Early Syphilis,Monterey,2005,Female,0,198136,0.0,0.0,1.9,#
Early Syphilis,Monterey,2005,Male,0,209838,0.0,0.0,1.8,#
Early Syphilis,Monterey,2005,Total,0,407974,0.0,0.0,0.9,#
Early Syphilis,Monterey,2006,Female,0,197244,0.0,0.0,1.9,#
Early Syphilis,Monterey,2006,Male,1,208633,0.5,0.0,2.7,*
Early Syphilis,Monterey,2006,Total,1,405877,0.2,0.0,1.4,*
Early Syphilis,Monterey,2007,Female,0,198192,0.0,0.0,1.9,#
Early Syphilis,Monterey,2007,Male,1,209704,0.5,0.0,2.7,*
Early Syphilis,Monterey,2007,Total,1,407896,0.2,0.0,1.4,*
Early Syphilis,Monterey,2008,Female,0,199794,0.0,0.0,1.8,#
Early Syphilis,Monterey,2008,Male,2,211083,0.9,0.1,3.4,*
Early Syphilis,Monterey,2008,Total,2,410877,0.5,0.1,1.8,*
Early Syphilis,Monterey,2009,Female,0,201138,0.0,0.0,1.8,#
Early Syphilis,Monterey,2009,Male,1,212452,0.5,0.0,2.6,*
Early Syphilis,Monterey,2009,Total,1,413590,0.2,0.0,1.3,*
Early Syphilis,Monterey,2010,Female,0,201555,0.0,0.0,1.8,#
Early Syphilis,Monterey,2010,Male,13,213390,6.1,3.2,10.4,
Early Syphilis,Monterey,2010,Total,13,414945,3.1,1.7,5.4,
Early Syphilis,Monterey,2011,Female,0,203634,0.0,0.0,1.8,#
Early Syphilis,Monterey,2011,Male,17,215814,7.9,4.6,12.6,
Early Syphilis,Monterey,2011,Total,17,419448,4.1,2.4,6.5,
Early Syphilis,Monterey,2012,Female,2,206019,1.0,0.1,3.5,*
Early Syphilis,Monterey,2012,Male,21,217931,9.6,6.0,14.7,
Early Syphilis,Monterey,2012,Total,23,423950,5.4,3.4,8.1,
Early Syphilis,Monterey,2013,Female,1,207784,0.5,0.0,2.7,*
Early Syphilis,Monterey,2013,Male,40,219171,18.3,13.0,24.9,
Early Syphilis,Monterey,2013,Total,41,426955,9.6,6.9,13.0,
Early Syphilis,Monterey,2014,Female,2,209359,1.0,0.1,3.5,*
Early Syphilis,Monterey,2014,Male,43,220439,19.5,14.1,26.3,
Early Syphilis,Monterey,2014,Total,45,429798,10.5,7.6,14.0,
Early Syphilis,Monterey,2015,Female,3,211863,1.4,0.3,4.1,*
Early Syphilis,Monterey,2015,Male,53,223480,23.7,17.8,31.0,
Early Syphilis,Monterey,2015,Total,56,435343,12.9,9.7,16.7,
Early Syphilis,Monterey,2016,Female,4,213886,1.9,0.5,4.8,*
Early Syphilis,Monterey,2016,Male,41,225853,18.2,13.0,24.6,
Early Syphilis,Monterey,2016,Total,45,439739,10.2,7.5,13.7,
Early Syphilis,Monterey,2017,Female,3,215038,1.4,0.3,4.1,*
Early Syphilis,Monterey,2017,Male,68,227158,29.9,23.2,37.9,
Early Syphilis,Monterey,2017,Total,71,442196,16.1,12.5,20.3,
